outlier
1. Elizabeth (Group 2) - Cinderella_2 (#9) - high belly
1. al10pa24 (Group 1) - Cinderella_1 (#15) - high belowchest
1. AvelineCODA (Group 2) - Cinderella_2 (#12) - ehigh belowchest
1. Isabella (Group 2) - Cinderella_2 (#6) - high leftchestbottom 
1. Ainsely (Group 1) - Cinderella_2 (#9) - high leftchestbottom
1. Isabella (Group 2) - Cinderella_1 (#15) - high leftfacebottom
1. kay (Group 1) - Cinderella_2 (#1) - high leftfacebottom
1. Isiah (Group 1) - Cinderella_1 (#5) - high leftside
1. Lyla (Group 1) - Cinderella_1 (#5) - high midchestcenter
1. Mason (Group 2) - Cinderella_1 (#2) - high midfacecenter
1. Mason (Group 2) - Cinderella_2 (#6) - high midfacecenter
1. dylan (Group 1) - Cinderella_2 (#1) - high midfacecenter
1. Isabella (Group 2) - Cinderella_1 (#2) - high rightchestcenter
1. Isiah (Group 1) - Cinderella_1 (#5) - high rightchestcenter
1. Lyla (Group 1) - KingMidas_1 (#15) - ehigh belowchest
1. Ainsely (Group 1) - KingMidas_1 (#15) - high midchestbottom
1. Mason (Group 2) - KingMidas_1 (#10) - high midfacecenter
1. Kalen (Group 2) - KingMidas_1 (#10) - high rightfacebottom
1. Isiah (Group 1) - KingMidas_2 (#4) - high belly
1. Julia (Group 2) - KingMidas_2 (#1) - high belly
1. Mason (Group 2) - KingMidas_2 (#1) - high midfacecenter
1. Lyla (Group 1) - KingMidas_2 (#12) - high rightchestcenter
1. Isiah (Group 1) - ThreeBears_1 (#14) - high belly
1. Lyla (Group 1) - ThreeBears_1 (#14) - high belowchest
1. Annika (Group 1) - ThreeBears_1 (#6) - high rightchestbottom
1. Ab07ov09 (Group 2) - ThreeBears_2 (#7) - high belly
1. Lyla (Group 1) - ThreeBears_2 (#3) - high midchestcenter
1. Mason (Group 2) - ThreeBears_2 (#9) - high midfacecenter
1. Kalen (Group 2) - ThreeBears_2 (#7) - high rightfacebottom
1. Ainsely (Group 1) - RedRiding_1 (#10) - high belly
1. Isabella (Group 2) - RedRiding_1 (#8) - high leftchesttop
1. Lyla (Group 1) - RedRiding_1 (#2) - high midchestcenter
1. Lyla (Group 1) - RedRiding_1 (#10) - high rightchestbottom
1. Olivia (Group 1) - RedRiding_2 (#16) - high belowchest
1. Isabella (Group 2) - RedRiding_2 (#3) - high leftfacebottom
1. Mason (Group 2) - RedRiding_2 (#3) - high midfacecenter
1. ka11es123point5yrs (Group 1) - RedRiding_2 (#16) - high rightfacebottom
